symbol;longName;state;country;industry;sector;fullTimeEmployees;Open0;High0;Low0;Close0;Adj Close0;Volume0;Open1;High1;Low1;Close1;Adj Close1;Volume1
HQY;HealthEquity, Inc.;UT;United States;Health Information Services;Healthcare;3001.0;82.80000305175781;85.13999938964844;82.20999908447266;83.8499984741211;83.8499984741211;451400.0;84.52999877929688;84.88999938964844;80.18000030517578;81.0;81.0;745400.0
PAHC;Phibro Animal Health Corporation;NJ;United States;Drug Manufacturers—Specialty & Generic;Healthcare;1700.0;20.770000457763672;21.084999084472656;20.639999389648438;20.829999923706055;20.720272064208984;126900.0;20.979999542236328;21.225000381469727;20.799999237060547;21.049999237060547;20.939111709594727;83200.0
BANC;Banc of California, Inc.;CA;United States;Banks—Regional;Financial Services;611.0;16.979999542236328;17.389999389648438;16.6200008392334;17.280000686645508;17.23053550720215;118800.0;17.520000457763672;17.969999313354492;17.329999923706055;17.920000076293945;17.868701934814453;142500.0
MIK;The Michaels Companies, Inc.;TX;United States;Specialty Retail;Consumer Cyclical;11000.0;15.760000228881836;15.767000198364258;14.779999732971191;15.329999923706055;15.329999923706055;3936300.0;15.260000228881836;15.449999809265137;14.34000015258789;14.510000228881836;14.510000228881836;5561900.0
CPF;Central Pacific Financial Corp.;HI;United States;Banks—Regional;Financial Services;764.0;20.079999923706055;20.799999237060547;19.829999923706055;20.760000228881836;20.55638313293457;333100.0;21.079999923706055;21.100000381469727;20.459999084472656;21.030000686645508;20.8237361907959;189400.0
PCTY;Paylocity Holding Corporation;IL;United States;Software—Application;Technology;3600.0;189.38999938964844;194.14999389648438;188.5500030517578;192.69000244140625;192.69000244140625;184100.0;194.25999450683594;204.35000610351562;194.25999450683594;202.16000366210938;202.16000366210938;253000.0
ECYT;Endocyte, Inc.;;;;;;;;;;;;;;;;;
RISE;Sit Rising Rate ETF;;;;;;;;;;;;;;;;;
PIM;Putnam Master Intermediate Income Trust;MA;United States;Asset Management;Financial Services;;4.179999828338623;4.179999828338623;4.150000095367432;4.159999847412109;4.116581439971924;86100.0;4.159999847412109;4.179999828338623;4.150000095367432;4.170000076293945;4.1264777183532715;102800.0
GVA;Granite Construction Incorporated;CA;United States;Engineering & Construction;Industrials;2800.0;29.729999542236328;30.950000762939453;29.1200008392334;30.729999542236328;30.624147415161133;338000.0;31.290000915527344;31.709999084472656;30.049999237060547;31.25;31.14235496520996;244800.0
ONEV;SPDR Russell 1000 Low Volatility Focus ETF;;;;;;89.23500061035156;90.23100280761719;89.23500061035156;90.23100280761719;89.8858871459961;2400.0;91.04000091552734;91.12999725341797;90.91999816894531;91.01499938964844;90.66688537597656;1100.0
ELF;e.l.f. Beauty, Inc.;CA;United States;Household & Personal Products;Consumer Defensive;209.0;21.739999771118164;22.93000030517578;21.149999618530273;22.530000686645508;22.530000686645508;1245200.0;22.93000030517578;22.93000030517578;22.1200008392334;22.649999618530273;22.649999618530273;1495400.0
BLE;BlackRock Municipal Income Trust II;DE;United States;Asset Management;Financial Services;;15.470000267028809;15.470000267028809;15.300000190734863;15.369999885559082;15.187262535095215;38500.0;15.319999694824219;15.489999771118164;15.319999694824219;15.399999618530273;15.21690559387207;30900.0
KURA;Kura Oncology, Inc.;CA;United States;Biotechnology;Healthcare;88.0;30.6200008392334;31.8799991607666;29.950000762939453;31.399999618530273;31.399999618530273;611700.0;31.799999237060547;32.560001373291016;31.325000762939453;32.27000045776367;32.27000045776367;657900.0
LEU;Centrus Energy Corp.;MD;United States;Uranium;Energy;267.0;20.520000457763672;23.010000228881836;19.90999984741211;22.049999237060547;22.049999237060547;253600.0;22.40999984741211;23.229999542236328;20.770000457763672;21.6200008392334;21.6200008392334;249800.0
SYMX;;;;;;;;;;;;;;;;;;
EFC;Ellington Financial Inc.;CT;United States;Mortgage Finance;Financial Services;;15.039999961853027;15.100000381469727;14.850000381469727;15.050000190734863;14.864082336425781;186100.0;15.15999984741211;15.460000038146973;15.109999656677246;15.380000114440918;15.1900053024292;190900.0
ERIE;Erie Indemnity Company;PA;United States;Insurance Brokers;Financial Services;5849.0;244.05999755859375;247.10000610351562;243.7899932861328;245.91000366210938;244.7711181640625;66700.0;248.1199951171875;250.7100067138672;247.6199951171875;250.64999389648438;249.48916625976562;45200.0
REGI;Renewable Energy Group, Inc.;IA;United States;Oil & Gas Refining & Marketing;Energy;895.0;92.0;99.0;88.80999755859375;98.9800033569336;98.9800033569336;852000.0;102.41000366210938;102.41000366210938;92.95999908447266;94.56999969482422;94.56999969482422;846400.0
GWB;Great Western Bancorp, Inc.;SD;United States;Banks—Regional;Financial Services;1607.0;24.25;25.389999389648438;24.139999389648438;25.15999984741211;25.150428771972656;297000.0;25.700000762939453;25.719999313354492;24.899999618530273;24.93000030517578;24.920516967773438;323000.0
BPY;Brookfield Property Partners L.P.;;Bermuda;Real Estate Services;Real Estate;24400.0;17.010000228881836;17.18000030517578;17.0;17.079999923706055;16.764720916748047;2538300.0;17.079999923706055;17.309999465942383;17.0;17.290000915527344;16.97084617614746;2580800.0
SBOW;SilverBow Resources, Inc.;TX;United States;Oil & Gas E&P;Energy;64.0;5.639999866485596;5.869999885559082;5.550000190734863;5.800000190734863;5.800000190734863;62800.0;5.820000171661377;6.070000171661377;5.809999942779541;5.920000076293945;5.920000076293945;96100.0
EDAP;EDAP TMS S.A.;;France;Medical Devices;Healthcare;223.0;7.710000038146973;7.920000076293945;7.550000190734863;7.730000019073486;7.730000019073486;62400.0;7.889999866485596;8.15999984741211;7.5;7.829999923706055;7.829999923706055;129700.0
UBSI;United Bankshares, Inc.;WV;United States;Banks—Regional;Financial Services;3051.0;32.5;33.13999938964844;31.75;33.06999969482422;32.782718658447266;606600.0;33.380001068115234;33.849998474121094;32.939998626708984;33.7599983215332;33.46672439575195;528200.0
NAZ;Nuveen Arizona Quality Municipal Income Fund;IL;United States;Asset Management;Financial Services;;15.40999984741211;15.449999809265137;15.270000457763672;15.3100004196167;15.210907936096191;8100.0;15.3100004196167;15.399999618530273;15.039999961853027;15.399999618530273;15.300325393676758;51800.0
TCI;Transcontinental Realty Investors, Inc.;TX;United States;Real Estate Services;Real Estate;;21.280000686645508;21.81999969482422;20.549999237060547;20.799999237060547;20.799999237060547;1400.0;21.09000015258789;21.299999237060547;21.09000015258789;21.100000381469727;21.100000381469727;700.0
CSTM;Constellium SE;;France;Aluminum;Basic Materials;10900.0;12.479999542236328;13.359999656677246;12.25;13.319999694824219;13.319999694824219;1152700.0;13.5;13.640000343322754;13.050000190734863;13.380000114440918;13.380000114440918;789200.0
PEI;Pennsylvania Real Estate Investment Trust;PA;United States;REIT—Retail;Real Estate;175.0;2.5199999809265137;2.5999999046325684;2.3299999237060547;2.549999952316284;2.549999952316284;2901200.0;2.4600000381469727;2.5;2.3299999237060547;2.380000114440918;2.380000114440918;2547400.0
LKQ;LKQ Corporation;IL;United States;Auto Parts;Consumer Cyclical;44000.0;35.54999923706055;36.15999984741211;35.09000015258789;35.959999084472656;35.959999084472656;1899400.0;36.09000015258789;36.599998474121094;36.04999923706055;36.40999984741211;36.40999984741211;1313100.0
TOUR;Tuniu Corporation;;China;Travel Services;Consumer Cyclical;;1.8799999952316284;1.940000057220459;1.8300000429153442;1.9199999570846558;1.9199999570846558;756000.0;1.9600000381469727;1.9600000381469727;1.8300000429153442;1.8799999952316284;1.8799999952316284;922400.0
NBY;NovaBay Pharmaceuticals, Inc.;CA;United States;Biotechnology;Healthcare;22.0;0.8899999856948853;0.9300000071525574;0.8700000047683716;0.9100000262260437;0.9100000262260437;2180500.0;0.8999999761581421;0.9599999785423279;0.8999999761581421;0.9100000262260437;0.9100000262260437;2518500.0
EGOV;NIC Inc.;KS;United States;Software—Application;Technology;1025.0;27.200000762939453;27.260000228881836;26.299999237060547;27.0;26.929338455200195;363500.0;27.190000534057617;28.010000228881836;27.030000686645508;27.979999542236328;27.906774520874023;466800.0
DSL;DoubleLine Income Solutions Fund;CA;United States;Asset Management;Financial Services;;16.579999923706055;16.799999237060547;16.549999237060547;16.790000915527344;16.58263397216797;358100.0;16.799999237060547;17.010000228881836;16.700000762939453;16.979999542236328;16.770286560058594;430200.0
FGBI;First Guaranty Bancshares, Inc.;LA;United States;Banks—Regional;Financial Services;420.0;15.949999809265137;16.540000915527344;15.619999885559082;16.200000762939453;16.060420989990234;7000.0;16.81999969482422;16.969999313354492;16.809999465942383;16.969999313354492;16.82378578186035;2400.0
CHKR;Chesapeake Granite Wash Trust;TX;United States;Oil & Gas E&P;Energy;;0.25999999046325684;0.28999999165534973;0.25099998712539673;0.25999999046325684;0.2551249861717224;60800.0;0.25999999046325684;0.2800000011920929;0.2549999952316284;0.2800000011920929;0.2747499942779541;49400.0
WILC;G. Willi-Food International Ltd.;;Israel;Food Distribution;Consumer Defensive;181.0;20.940000534057617;21.360000610351562;20.440000534057617;21.15999984741211;21.15999984741211;12500.0;21.600000381469727;21.600000381469727;20.899999618530273;21.049999237060547;21.049999237060547;5700.0
ADSK;Autodesk, Inc.;CA;United States;Software—Application;Technology;11500.0;280.4100036621094;287.7300109863281;279.3299865722656;286.32000732421875;286.32000732421875;1159900.0;288.6199951171875;296.7699890136719;288.6199951171875;294.6099853515625;294.6099853515625;1146100.0
HLF;Herbalife Nutrition Ltd.;CA;United States;Packaged Foods;Consumer Defensive;9900.0;51.5;51.58000183105469;50.34000015258789;51.060001373291016;51.060001373291016;721000.0;51.5;53.59000015258789;51.09000015258789;53.099998474121094;53.099998474121094;1437600.0
SCLN;;;;;;;;;;;;;;;;;;
HBB;Hamilton Beach Brands Holding Company;VA;United States;Consumer Electronics;Technology;700.0;19.850000381469727;19.850000381469727;19.290000915527344;19.510000228881836;19.400197982788086;55000.0;19.5;19.729999542236328;18.34000015258789;19.440000534057617;19.33059310913086;26700.0
GGZ;The Gabelli Global Small and Mid Cap Value Trust;NY;United States;Asset Management;Financial Services;;13.069999694824219;13.15999984741211;13.0600004196167;13.149999618530273;13.008316040039062;13300.0;13.289999961853027;13.390000343322754;13.210000038146973;13.210000038146973;13.067669868469238;28200.0
ISL;;;;;;;;;;;;;;;;;;
STAR;iStar Inc.;NY;United States;REIT—Diversified;Real Estate;143.0;15.15999984741211;15.260000228881836;14.960000038146973;15.229999542236328;15.134974479675293;341700.0;15.300000190734863;15.350000381469727;15.069999694824219;15.289999961853027;15.194600105285645;594600.0
MOFG;MidWestOne Financial Group, Inc.;IA;United States;Banks—Regional;Financial Services;757.0;24.989999771118164;25.989999771118164;24.81999969482422;25.559999465942383;25.35905647277832;68300.0;26.1299991607666;27.530000686645508;25.510000228881836;26.729999542236328;26.519859313964844;63400.0
AVK;Advent Convertible and Income Fund;NY;United States;Asset Management;Financial Services;;16.610000610351562;16.950000762939453;16.600000381469727;16.860000610351562;16.636112213134766;122600.0;16.989999771118164;17.229999542236328;16.969999313354492;17.15999984741211;16.93212890625;106200.0
PUK;Prudential plc;;United Kingdom;Insurance—Life;Financial Services;16226.0;32.15999984741211;32.31999969482422;31.739999771118164;32.31999969482422;32.155338287353516;1435600.0;32.84000015258789;32.90999984741211;32.47999954223633;32.72999954223633;32.56324768066406;260300.0
GAINM;Gladstone Investment Corporation;VA;United States;Asset Management;Financial Services;;25.41699981689453;25.59000015258789;25.325000762939453;25.56999969482422;25.43964195251465;3700.0;25.42799949645996;25.506000518798828;25.42799949645996;25.506000518798828;25.37596893310547;1300.0
HFXI;IQ 50 Percent Hedged FTSE International ETF;;;;;;22.84000015258789;22.979999542236328;22.81999969482422;22.920000076293945;22.818727493286133;51800.0;23.1200008392334;23.18000030517578;23.040000915527344;23.18000030517578;23.077579498291016;56600.0
WPRT;Westport Fuel Systems Inc.;BC;Canada;Auto Parts;Consumer Cyclical;1313.0;7.619999885559082;7.650000095367432;7.119999885559082;7.610000133514404;7.610000133514404;3638200.0;7.800000190734863;8.140000343322754;7.480000019073486;8.0;8.0;2565500.0
CEMI;Chembio Diagnostics, Inc.;NY;United States;Diagnostics & Research;Healthcare;355.0;6.650000095367432;7.440000057220459;6.400000095367432;7.150000095367432;7.150000095367432;1835000.0;7.400000095367432;7.440000057220459;6.940000057220459;7.300000190734863;7.300000190734863;977200.0
QUIK;QuickLogic Corporation;CA;United States;Semiconductors;Technology;48.0;3.819999933242798;3.9100000858306885;3.6500000953674316;3.759999990463257;3.759999990463257;138200.0;3.630000114440918;4.059999942779541;3.630000114440918;3.880000114440918;3.880000114440918;145200.0
FOXF;Fox Factory Holding Corp.;GA;United States;Recreational Vehicles;Consumer Cyclical;3000.0;121.83000183105469;124.91999816894531;118.56999969482422;124.30999755859375;124.30999755859375;155300.0;126.6500015258789;129.11000061035156;124.27999877929688;127.36000061035156;127.36000061035156;174600.0
EVOK;Evoke Pharma, Inc.;CA;United States;Drug Manufacturers—Specialty & Generic;Healthcare;5.0;2.5899999141693115;2.680000066757202;2.5250000953674316;2.569999933242798;2.569999933242798;287500.0;2.609999895095825;2.680000066757202;2.5799999237060547;2.6500000953674316;2.6500000953674316;369200.0
UBS;UBS Group AG;;Switzerland;Banks—Diversified;Financial Services;71551.0;14.539999961853027;14.670000076293945;14.470000267028809;14.640000343322754;14.305009841918945;2134800.0;14.739999771118164;14.847000122070312;14.710000038146973;14.84000015258789;14.500432968139648;2134900.0
EDGW;Edgewater Technology, Inc.;;;;;;;;;;;;;;;;;
FSI;Flexible Solutions International Inc.;AB;Canada;Specialty Chemicals;Basic Materials;42.0;3.359999895095825;3.4700000286102295;3.3499999046325684;3.4600000381469727;3.4600000381469727;82100.0;3.4600000381469727;3.5799999237060547;3.4000000953674316;3.509999990463257;3.509999990463257;46400.0
PFFD;Global X U.S. Preferred ETF;;;;;;25.469999313354492;25.625;25.459999084472656;25.540000915527344;25.213184356689453;1267600.0;25.6299991607666;25.746999740600586;25.600000381469727;25.6299991607666;25.30202865600586;632100.0
ICFI;ICF International, Inc.;VA;United States;Consulting Services;Industrials;6300.0;77.56999969482422;78.0;75.44000244140625;76.73999786376953;76.6167221069336;105300.0;77.4000015258789;78.7699966430664;76.87000274658203;78.62000274658203;78.49370574951172;39000.0
CMPR;Cimpress plc;;Ireland;Advertising Agencies;Communication Services;12000.0;92.5199966430664;94.5199966430664;88.76000213623047;92.05000305175781;92.05000305175781;134200.0;92.23999786376953;93.48999786376953;87.62999725341797;91.8499984741211;91.8499984741211;128600.0
CNI;Canadian National Railway Company;QC;Canada;Railroads;Industrials;24381.0;102.18000030517578;102.88999938964844;101.25;102.41999816894531;101.86429595947266;1230300.0;102.95999908447266;105.83999633789062;102.95999908447266;105.68000030517578;105.10661315917969;774900.0
PMC;;;;;;;;;;;;;;;;;;
CTT;CatchMark Timber Trust, Inc.;GA;United States;REIT—Specialty;Real Estate;25.0;9.130000114440918;9.289999961853027;8.9399995803833;9.279999732971191;9.16873836517334;168400.0;9.34000015258789;9.529999732971191;9.270000457763672;9.449999809265137;9.336700439453125;180300.0
AGR;Avangrid, Inc.;CT;United States;Utilities—Regulated Electric;Utilities;7031.0;46.470001220703125;47.54999923706055;46.209999084472656;47.36000061035156;46.90679168701172;457200.0;47.439998626708984;47.86000061035156;46.90999984741211;46.95000076293945;46.50071716308594;392600.0
PBEE;Invesco PureBeta FTSE Emerging Markets ETF;;;;;;30.06999969482422;30.229999542236328;30.06999969482422;30.218000411987305;30.126890182495117;49800.0;30.420000076293945;30.670000076293945;30.420000076293945;30.54800033569336;30.455894470214844;700.0
